"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,1800,2486,73,10108,3079,0.21,0.00,1800,3000,3700,3900,5100,5800,7900,8900,10000,10000,10000,10000
"POST","/",128,0,3500,4085,651,10933,2524,0.21,0.00,3500,4900,6000,6700,7800,8600,10000,11000,11000,11000,11000,11000
"GET","/analysis.html",19,0,2100,2127,504,4798,52059,0.03,0.00,2100,2700,3100,3100,4400,4800,4800,4800,4800,4800,4800,4800
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,57000,95393,56575,134211,658134,0.00,0.00,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000
"GET","/compare.html",23,0,1400,1517,99,4248,108023,0.04,0.00,1400,1900,1900,2700,3300,3700,4200,4200,4200,4200,4200,4200
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",5,0,389000,411961,338937,525140,2422313,0.01,0.00,389000,419000,419000,525000,525000,525000,525000,525000,525000,525000,525000,525000
"GET","/measure.html",54,0,1600,1700,176,4295,46273,0.09,0.00,1700,1900,2200,2500,3100,3700,3700,4300,4300,4300,4300,4300
"POST","/measureResults.html",24,0,277000,246386,35048,456372,133097,0.04,0.00,298000,325000,363000,390000,427000,450000,456000,456000,456000,456000,456000,456000
"GET","/movers.html",29,0,1200,1745,503,9319,3745,0.05,0.00,1200,1600,1800,2500,3700,4100,9300,9300,9300,9300,9300,9300
"POST","/moversResult.html",20,0,522000,511368,390495,587711,16033,0.03,0.00,531000,539000,543000,545000,559000,588000,588000,588000,588000,588000,588000,588000
"GET","/prediction.html",15,0,1200,1319,84,3264,40373,0.03,0.00,1200,1400,1800,1800,2700,3300,3300,3300,3300,3300,3300,3300
"None","Aggregated",447,0,2500,43556,73,587711,54466,0.75,0.00,2500,3700,4800,5900,114000,427000,532000,543000,588000,588000,588000,588000
