"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,3,13,2,132,3079,0.05,0.00,3,3,12,15,25,75,130,130,130,130,130,130
"POST","/",32,0,360,444,197,1152,2524,0.05,0.00,370,410,510,560,910,1100,1200,1200,1200,1200,1200,1200
"GET","/analysis.html",8,0,23,28,12,56,52059,0.01,0.00,23,27,56,56,56,56,56,56,56,56,56,56
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",6,0,3900,62422,2845,138280,6914762,0.01,0.00,89000,89000,137000,137000,138000,138000,138000,138000,138000,138000,138000,138000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",2,0,3109,71263,3109,139417,3512018,0.00,0.00,139000,139000,139000,139000,139000,139000,139000,139000,139000,139000,139000,139000
"GET","/compare.html",7,0,29,36,25,76,108023,0.01,0.00,29,32,38,38,76,76,76,76,76,76,76,76
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,142000,142112,141696,142463,13911284,0.01,0.00,142000,142000,142000,142000,142000,142000,142000,142000,142000,142000,142000,142000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,7200,52119,6640,142480,14042800,0.01,0.00,7200,7200,142000,142000,142000,142000,142000,142000,142000,142000,142000,142000
"GET","/measure.html",15,0,15,54,13,265,46273,0.03,0.00,15,59,64,65,170,270,270,270,270,270,270,270
"POST","/measureResults.html",15,0,97000,83620,2818,139398,2323684,0.03,0.00,97000,97000,137000,138000,139000,139000,139000,139000,139000,139000,139000,139000
"GET","/movers.html",10,0,47,54,3,143,3745,0.02,0.00,47,47,48,71,140,140,140,140,140,140,140,140
"POST","/moversResult.html",10,0,128000,106647,20783,130276,16043,0.02,0.00,128000,128000,130000,130000,130000,130000,130000,130000,130000,130000,130000,130000
"GET","/prediction.html",5,0,10,26,8,71,40373,0.01,0.00,10,31,31,71,71,71,71,71,71,71,71,71
"POST","/predictionResult.html",5,0,153000,124925,11400,154930,335647,0.01,0.00,153000,154000,154000,155000,155000,155000,155000,155000,155000,155000,155000,155000
"None","Aggregated",154,0,200,27298,2,154930,1203022,0.26,0.00,200,510,3600,89000,137000,142000,151000,154000,155000,155000,155000,155000
