"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,53,75,5,214,3079,0.03,0.00,74,86,100,100,210,210,210,210,210,210,210,210
"POST","/",16,0,470,451,195,712,2524,0.03,0.00,470,570,580,580,690,710,710,710,710,710,710,710
"GET","/analysis.html",4,0,61,63,16,112,52059,0.01,0.00,63,63,110,110,110,110,110,110,110,110,110,110
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,31000,24652,3741,38741,6914762,0.00,0.00,31000,31000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,3208,3208,3208,3208,658134,0.00,0.00,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
"GET","/compare.html",2,0,25,35,25,45,108023,0.00,0.00,45,45,45,45,45,45,45,45,45,45,45,45
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",2,0,54483,55687,54483,56891,13911284,0.00,0.00,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000,57000
"GET","/measure.html",6,0,50,49,22,74,46273,0.01,0.00,51,51,62,62,74,74,74,74,74,74,74,74
"POST","/measureResults.html",6,0,36000,27011,2729,41601,2872571,0.01,0.00,37000,37000,41000,41000,42000,42000,42000,42000,42000,42000,42000,42000
"GET","/movers.html",7,0,79,77,45,111,3745,0.01,0.00,79,95,99,99,110,110,110,110,110,110,110,110
"POST","/moversResult.html",7,0,47000,40295,20363,50271,16049,0.01,0.00,47000,49000,50000,50000,50000,50000,50000,50000,50000,50000,50000,50000
"GET","/prediction.html",5,0,97,116,19,260,40373,0.01,0.00,97,180,180,260,260,260,260,260,260,260,260,260
"POST","/predictionResult.html",4,0,63970,49876,8398,63970,329142,0.01,0.00,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000,64000
"None","Aggregated",79,0,200,10662,5,63970,872265,0.13,0.00,200,580,3700,31000,49000,57000,64000,64000,64000,64000,64000,64000
