"Type","Name","Timestamp","# requests","# failures","Requests/s","Requests Failed/s","Median response time","Average response time","Min response time","Max response time","Average Content Size","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"None","Aggregated","1592029980",0,0,0.00,0.00,0,0,0,0.00,0.00,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"None","Aggregated","1592029982",8,0,0.00,0.00,2200,2075,1304,2473.98,3079.00,2400,2400,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
"None","Aggregated","1592029984",93,0,1.00,0.00,2600,2763,1304,4512.38,3073.03,2600,3100,3300,3500,3800,4300,4400,4500,4500,4500,4500,4500
"None","Aggregated","1592029986",141,0,17.00,0.00,2900,3068,671,6139.98,4079.24,2900,3500,3700,3900,4500,4900,5800,5800,6100,6100,6100,6100
"None","Aggregated","1592029988",166,0,19.71,0.00,3000,3145,671,7456.61,8286.90,3000,3600,3900,4200,4600,5500,6100,7100,7500,7500,7500,7500
"None","Aggregated","1592029990",180,0,18.11,0.00,3000,3194,671,7456.61,9620.18,3100,3600,4000,4300,4900,5800,6400,7100,7500,7500,7500,7500
"None","Aggregated","1592029992",205,2,17.70,0.00,3100,3572,671,9269.80,12951.34,3500,4100,4500,4900,7100,8500,9000,9200,9300,9300,9300,9300
"None","Aggregated","1592029994",232,14,19.20,0.00,3300,4090,671,11934.77,21760.55,4500,6400,8000,8700,10000,11000,11000,12000,12000,12000,12000,12000
"None","Aggregated","1592029996",269,34,14.00,0.80,3500,4849,671,14026.05,32062.52,7500,9400,10000,11000,12000,13000,13000,13000,14000,14000,14000,14000
"None","Aggregated","1592029998",312,49,12.40,2.80,3700,5438,671,14656.86,38466.15,9300,11000,12000,12000,13000,14000,14000,14000,15000,15000,15000,15000
"None","Aggregated","1592030000",355,52,13.80,4.70,3800,5472,671,15380.86,40126.27,8600,11000,12000,12000,13000,14000,15000,15000,15000,15000,15000,15000
"None","Aggregated","1592030002",377,52,15.50,5.10,3700,5371,671,15380.86,40703.36,6500,11000,12000,12000,13000,14000,15000,15000,15000,15000,15000,15000
"None","Aggregated","1592030004",377,52,15.50,5.10,3700,5371,671,15380.86,40703.36,5600,11000,12000,13000,14000,14000,15000,15000,15000,15000,15000,15000
"None","Aggregated","1592030006",380,52,15.20,4.40,3700,5394,671,15380.86,40538.72,4600,6300,10000,12000,14000,14000,15000,15000,15000,15000,15000,15000
"None","Aggregated","1592030008",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,4000,5600,6400,6500,8000,9500,10000,14000,14000,14000,14000,14000
"None","Aggregated","1592030010",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,6400,7500,8000,8300,9500,9900,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030012",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,6400,7500,8000,8300,9500,9900,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030014",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,9300,9500,9500,9900,10000,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030016",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,8000,8300,8300,10000,10000,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030018",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,8000,8300,8300,10000,10000,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030020",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,8000,8300,8300,10000,10000,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030022",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,8000,8300,8300,10000,10000,10000,10000,10000,10000,10000,10000
"None","Aggregated","1592030024",388,56,13.80,3.60,3800,5453,671,15380.86,41410.44,8000,8000,8300,8300,10000,10000,10000,10000,10000,10000,10000,10000
