"Method","Name","Error","Occurrences"
"POST","/moversResult.html","500 Server Error: Internal Server Error for url: http://127.0.0.1:7000/moversResult.html",1
"POST","/measureResults.html","500 Server Error: Internal Server Error for url: http://127.0.0.1:7000/measureResults.html",2
