"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,20,24,2,119,3079,0.11,0.00,20,23,28,34,52,74,110,120,120,120,120,120
"POST","/",64,2,2400,2697,202,8163,7458,0.11,0.00,2500,3600,4600,5000,5500,5800,7600,8200,8200,8200,8200,8200
"GET","/analysis.html",10,0,65,201,11,1090,52059,0.02,0.00,68,85,180,370,1100,1100,1100,1100,1100,1100,1100,1100
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",7,0,262000,225170,2862,266713,6914762,0.01,0.00,262000,264000,265000,265000,267000,267000,267000,267000,267000,267000,267000,267000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,266262,266262,266262,266262,3512018,0.00,0.00,266000,266000,266000,266000,266000,266000,266000,266000,266000,266000,266000,266000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,162127,169959,162127,177790,658134,0.00,0.00,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000,178000
"GET","/compare.html",18,0,420,566,23,1367,108023,0.03,0.00,490,920,1000,1100,1200,1400,1400,1400,1400,1400,1400,1400
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",7,1,269000,165677,3142,275523,11941281,0.01,0.00,269000,271000,273000,273000,276000,276000,276000,276000,276000,276000,276000,276000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",10,0,271000,221815,7281,277794,14042800,0.02,0.00,273000,275000,275000,277000,278000,278000,278000,278000,278000,278000,278000,278000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,238187,238187,238187,238187,2422313,0.00,0.00,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000,238000
"GET","/measure.html",25,0,160,416,14,1381,46273,0.04,0.00,160,650,880,930,1300,1300,1400,1400,1400,1400,1400,1400
"POST","/measureResults.html",25,1,172000,137768,2931,266018,1709594,0.04,0.00,172000,176000,257000,260000,264000,265000,266000,266000,266000,266000,266000,266000
"GET","/movers.html",23,0,59,121,5,471,3745,0.04,0.00,59,150,190,240,280,310,470,470,470,470,470,470
"POST","/moversResult.html",23,0,236000,196219,14699,248044,16025,0.04,0.00,236000,244000,246000,246000,246000,247000,248000,248000,248000,248000,248000,248000
"GET","/prediction.html",7,0,59,306,9,1363,40373,0.01,0.00,59,140,500,500,1400,1400,1400,1400,1400,1400,1400,1400
"POST","/predictionResult.html",7,0,286000,211741,8109,299354,324445,0.01,0.00,286000,296000,299000,299000,299000,299000,299000,299000,299000,299000,299000,299000
"None","Aggregated",294,4,650,52515,2,299354,1121481,0.50,0.01,690,3300,7600,166000,258000,271000,278000,296000,299000,299000,299000,299000
