"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,11,108,2,621,3079,0.06,0.00,13,32,170,260,460,500,620,620,620,620,620,620
"POST","/",32,0,260,609,194,2229,2524,0.06,0.00,270,490,930,1000,2000,2100,2200,2200,2200,2200,2200,2200
"GET","/analysis.html",8,0,22,58,11,232,52059,0.01,0.00,33,46,89,89,230,230,230,230,230,230,230,230
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,87000,63173,2879,100100,6914762,0.01,0.00,87000,87000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,66000,81464,3096,130226,3512018,0.01,0.00,127000,127000,130000,130000,130000,130000,130000,130000,130000,130000,130000,130000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,12313,12313,12313,12313,658134,0.00,0.00,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000
"GET","/compare.html",9,0,27,118,20,349,108023,0.02,0.00,27,28,240,340,350,350,350,350,350,350,350,350
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",5,0,129000,81076,6114,133419,13911284,0.01,0.00,129000,130000,130000,133000,133000,133000,133000,133000,133000,133000,133000,133000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,7500,49242,6159,134070,14042800,0.01,0.00,7500,7500,134000,134000,134000,134000,134000,134000,134000,134000,134000,134000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,116189,116189,116189,116189,2422313,0.00,0.00,116000,116000,116000,116000,116000,116000,116000,116000,116000,116000,116000,116000
"GET","/measure.html",16,0,49,94,13,435,46273,0.03,0.00,65,66,190,190,220,440,440,440,440,440,440,440
"POST","/measureResults.html",16,0,91000,69897,2822,130004,1364439,0.03,0.00,92000,93000,127000,127000,130000,130000,130000,130000,130000,130000,130000,130000
"GET","/movers.html",12,0,47,88,43,211,3745,0.02,0.00,49,55,140,140,190,210,210,210,210,210,210,210
"POST","/moversResult.html",12,0,124000,100754,14791,129239,16034,0.02,0.00,125000,125000,129000,129000,129000,129000,129000,129000,129000,129000,129000,129000
"GET","/prediction.html",5,0,9,26,8,54,40373,0.01,0.00,9,53,53,54,54,54,54,54,54,54,54,54
"POST","/predictionResult.html",5,0,144000,90505,7237,147259,335097,0.01,0.00,144000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000
"None","Aggregated",164,0,230,24415,2,147259,1072022,0.29,0.00,230,1200,6200,30000,127000,130000,134000,147000,147000,147000,147000,147000
