"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,98,132,15,276,3079,0.04,0.00,140,180,220,220,270,280,280,280,280,280,280,280
"POST","/",16,0,540,535,203,864,2524,0.04,0.00,550,630,690,690,750,860,860,860,860,860,860,860
"GET","/analysis.html",6,0,56,125,16,259,52059,0.01,0.00,170,170,230,230,260,260,260,260,260,260,260,260
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",1,0,39737,39737,39737,39737,6914762,0.00,0.00,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,4000,24671,3360,45702,3512018,0.01,0.00,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,46110,46110,46110,46110,658134,0.00,0.00,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000,46000
"GET","/compare.html",5,0,95,94,35,160,108023,0.01,0.00,95,110,110,160,160,160,160,160,160,160,160,160
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",2,0,62000,65055,61934,68177,13911284,0.00,0.00,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,67000,65749,62025,68363,14042800,0.01,0.00,67000,67000,68000,68000,68000,68000,68000,68000,68000,68000,68000,68000
"GET","/measure.html",7,0,64,108,58,278,46273,0.02,0.00,64,73,160,160,280,280,280,280,280,280,280,280
"POST","/measureResults.html",7,0,32000,24569,3343,46278,1541424,0.02,0.00,32000,35000,45000,45000,46000,46000,46000,46000,46000,46000,46000,46000
"GET","/movers.html",2,0,140,182,139,226,3745,0.00,0.00,230,230,230,230,230,230,230,230,230,230,230,230
"POST","/moversResult.html",2,0,20272,20340,20272,20409,16036,0.00,0.00,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
"GET","/prediction.html",1,0,51,51,51,51,40373,0.00,0.00,51,51,51,51,51,51,51,51,51,51,51,51
"POST","/predictionResult.html",1,0,7852,7852,7852,7852,319193,0.00,0.00,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900,7900
"None","Aggregated",74,0,280,10074,15,68363,1405771,0.16,0.00,280,640,4000,20000,46000,62000,68000,68000,68000,68000,68000,68000
