"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",8,0,3,5,2,15,3079,0.02,0.00,3,5,11,11,15,15,15,15,15,15,15,15
"POST","/",8,0,220,232,197,272,2524,0.02,0.00,220,260,270,270,270,270,270,270,270,270,270,270
"GET","/analysis.html",1,0,31,31,31,31,52059,0.00,0.00,31,31,31,31,31,31,31,31,31,31,31,31
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,23399,23399,23399,23399,3512018,0.00,0.00,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
"GET","/compare.html",4,0,20,24,19,30,108023,0.01,0.00,29,29,30,30,30,30,30,30,30,30,30,30
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",2,0,6600,6782,6566,6999,13911284,0.00,0.00,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,30128,30679,30128,31231,14042800,0.00,0.00,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000,31000
"GET","/measure.html",5,0,18,26,13,63,46273,0.01,0.00,18,24,24,63,63,63,63,63,63,63,63,63
"POST","/measureResults.html",5,0,3300,10696,2918,23071,2103291,0.01,0.00,3300,21000,21000,23000,23000,23000,23000,23000,23000,23000,23000,23000
"GET","/movers.html",2,0,43,43,43,43,3745,0.00,0.00,43,43,43,43,43,43,43,43,43,43,43,43
"POST","/moversResult.html",2,0,17236,17274,17236,17312,16024,0.00,0.00,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000
"GET","/prediction.html",1,0,25,25,25,25,40373,0.00,0.00,25,25,25,25,25,25,25,25,25,25,25,25
"POST","/predictionResult.html",1,0,34854,34854,34854,34854,316236,0.00,0.00,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000,35000
"None","Aggregated",42,0,63,5321,2,34854,1692693,0.08,0.00,200,270,3300,7000,23000,30000,35000,35000,35000,35000,35000,35000
