"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,24,427,2,2186,3079,0.11,0.00,28,750,970,1000,1200,1300,1400,2200,2200,2200,2200,2200
"POST","/",64,0,420,1474,192,5630,2524,0.11,0.00,440,2000,2300,3000,4600,4800,5000,5600,5600,5600,5600,5600
"GET","/analysis.html",10,0,36,311,12,1341,52059,0.02,0.00,160,180,420,930,1300,1300,1300,1300,1300,1300,1300,1300
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",4,0,274000,247261,153131,283791,6914762,0.01,0.00,278000,278000,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",6,0,281000,218442,3210,288860,3512018,0.01,0.00,288000,288000,288000,288000,289000,289000,289000,289000,289000,289000,289000,289000
"GET","/compare.html",15,0,31,310,20,1225,108023,0.03,0.00,31,380,590,690,720,1200,1200,1200,1200,1200,1200,1200
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",4,0,287000,221751,9087,298128,13911284,0.01,0.00,293000,293000,298000,298000,298000,298000,298000,298000,298000,298000,298000,298000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",8,0,292000,258537,6697,299909,14042800,0.01,0.00,293000,298000,299000,299000,300000,300000,300000,300000,300000,300000,300000,300000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",3,1,8100,8505,6481,10936,1655177,0.01,0.00,8100,8100,11000,11000,11000,11000,11000,11000,11000,11000,11000,11000
"GET","/measure.html",26,0,64,314,13,1505,46273,0.04,0.00,66,340,580,730,870,970,1500,1500,1500,1500,1500,1500
"POST","/measureResults.html",26,2,179000,160660,3095,285742,2278836,0.04,0.00,181000,274000,277000,280000,284000,285000,286000,286000,286000,286000,286000,286000
"GET","/movers.html",19,0,47,206,4,1520,3745,0.03,0.00,47,67,92,360,860,1500,1500,1500,1500,1500,1500,1500
"POST","/moversResult.html",18,0,282000,246251,34457,289219,16041,0.03,0.00,282000,283000,284000,284000,286000,289000,289000,289000,289000,289000,289000,289000
"GET","/prediction.html",13,0,67,328,9,1549,40373,0.02,0.00,67,180,640,750,780,1500,1500,1500,1500,1500,1500,1500
"POST","/predictionResult.html",13,0,326000,258633,7530,333943,325311,0.02,0.00,326000,328000,329000,329000,332000,334000,334000,334000,334000,334000,334000,334000
"None","Aggregated",293,3,700,59379,2,333943,988909,0.50,0.01,700,2200,6500,153000,284000,293000,327000,329000,334000,334000,334000,334000
