"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",16,0,4,9,4,44,3079,0.03,0.00,7,8,11,11,16,44,44,44,44,44,44,44
"POST","/",16,0,200,217,197,290,2524,0.03,0.00,200,210,230,230,280,290,290,290,290,290,290,290
"GET","/analysis.html",1,0,24,24,24,24,52059,0.00,0.00,24,24,24,24,24,24,24,24,24,24,24,24
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,27920,27920,27920,27920,3512018,0.00,0.00,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000,28000
"GET","/compare.html",3,0,32,33,24,42,108023,0.01,0.00,32,32,42,42,42,42,42,42,42,42,42,42
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,0,37306,37306,37306,37306,13911284,0.00,0.00,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000,37000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",2,0,6138,21263,6138,36388,14042800,0.00,0.00,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000,36000
"GET","/measure.html",10,0,22,25,17,64,46273,0.02,0.00,22,23,23,23,64,64,64,64,64,64,64,64
"POST","/measureResults.html",10,0,3500,6893,2818,27351,2433881,0.02,0.00,3500,3600,3600,15000,27000,27000,27000,27000,27000,27000,27000,27000
"GET","/movers.html",9,0,48,49,47,51,3745,0.02,0.00,48,48,50,51,51,51,51,51,51,51,51,51
"POST","/moversResult.html",9,0,91000,91270,88975,92755,16029,0.02,0.00,91000,92000,92000,93000,93000,93000,93000,93000,93000,93000,93000,93000
"GET","/prediction.html",2,0,13,24,13,35,40373,0.00,0.00,35,35,35,35,35,35,35,35,35,35,35,35
"POST","/predictionResult.html",2,0,45187,45324,45187,45461,317730,0.00,0.00,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
"None","Aggregated",82,0,64,13332,4,92755,874029,0.16,0.00,200,270,3500,6100,89000,91000,93000,93000,93000,93000,93000,93000
