"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",128,0,4400,4872,390,11701,3079,0.21,0.00,4400,5600,6400,7600,9400,11000,11000,11000,12000,12000,12000,12000
"POST","/",128,53,12000,11896,2050,21792,68818,0.21,0.09,12000,14000,15000,16000,18000,21000,21000,21000,22000,22000,22000,22000
"GET","/analysis.html",15,0,3100,3926,961,7872,52059,0.03,0.00,3100,4400,5600,6700,7000,7900,7900,7900,7900,7900,7900,7900
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",1,0,442465,442465,442465,442465,658134,0.00,0.00,442000,442000,442000,442000,442000,442000,442000,442000,442000,442000,442000,442000
"GET","/compare.html",21,0,3000,3610,381,8014,108023,0.04,0.00,3000,4100,5500,5600,6600,7500,8000,8000,8000,8000,8000,8000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,582514,582514,582514,582514,2422313,0.00,0.00,583000,583000,583000,583000,583000,583000,583000,583000,583000,583000,583000,583000
"GET","/measure.html",43,0,4000,4163,837,9023,46273,0.07,0.00,4000,5500,6100,6600,7900,8000,9000,9000,9000,9000,9000,9000
"POST","/measureResults.html",11,0,235000,263764,52445,519183,132991,0.02,0.00,235000,356000,457000,457000,469000,519000,519000,519000,519000,519000,519000,519000
"GET","/movers.html",38,0,3100,3911,823,8720,3745,0.06,0.00,3100,4600,5600,6000,7200,8600,8700,8700,8700,8700,8700,8700
"POST","/moversResult.html",17,0,481000,487737,369131,562216,16028,0.03,0.00,481000,542000,543000,545000,558000,562000,562000,562000,562000,562000,562000,562000
"GET","/prediction.html",15,0,3000,4373,721,13212,40373,0.03,0.00,3000,5100,6900,7000,7700,13000,13000,13000,13000,13000,13000,13000
"POST","/predictionResult.html",1,1,2253,2253,2253,2253,117343,0.00,0.00,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
"None","Aggregated",419,54,5700,35547,381,582514,47549,0.70,0.09,5700,9000,11000,13000,18000,385000,528000,545000,583000,583000,583000,583000
