"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,400,1080,4,4007,3079,0.11,0.00,450,1500,1900,2300,2800,3600,4000,4000,4000,4000,4000,4000
"POST","/",64,0,1800,2574,194,8512,2524,0.11,0.00,1900,3800,4200,4600,5600,5900,7100,8500,8500,8500,8500,8500
"GET","/analysis.html",11,0,1000,1020,51,2760,52059,0.02,0.00,1000,1600,1700,1700,1800,2800,2800,2800,2800,2800,2800,2800
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",5,0,309000,269281,111430,319400,6914762,0.01,0.00,309000,316000,316000,319000,319000,319000,319000,319000,319000,319000,319000,319000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,299000,306120,295894,327949,3512018,0.01,0.00,302000,302000,328000,328000,328000,328000,328000,328000,328000,328000,328000,328000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,211000,218305,210775,225835,658134,0.00,0.00,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000,226000
"GET","/compare.html",14,0,840,897,26,2149,108023,0.02,0.00,960,1300,1500,1600,2000,2100,2100,2100,2100,2100,2100,2100
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",5,0,323000,325448,303472,343855,13911284,0.01,0.00,323000,339000,339000,344000,344000,344000,344000,344000,344000,344000,344000,344000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",7,0,324000,282449,21950,336855,14042800,0.01,0.00,324000,327000,329000,329000,337000,337000,337000,337000,337000,337000,337000,337000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,274914,274914,274914,274914,2422313,0.00,0.00,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000,275000
"GET","/measure.html",28,0,250,666,12,3675,46273,0.05,0.00,310,540,1300,1300,1900,2200,3700,3700,3700,3700,3700,3700
"POST","/measureResults.html",28,0,208000,178322,3334,327146,2127737,0.05,0.00,209000,218000,303000,310000,324000,325000,327000,327000,327000,327000,327000,327000
"GET","/movers.html",12,0,220,850,5,3069,3745,0.02,0.00,230,320,1600,1600,3100,3100,3100,3100,3100,3100,3100,3100
"POST","/moversResult.html",12,0,104000,156469,16323,275236,16036,0.02,0.00,222000,244000,260000,260000,275000,275000,275000,275000,275000,275000,275000,275000
"GET","/prediction.html",16,0,180,749,12,2728,40373,0.03,0.00,450,1000,1500,1500,2600,2700,2700,2700,2700,2700,2700,2700
"POST","/predictionResult.html",15,0,352000,289758,7379,379676,335097,0.03,0.00,352000,365000,365000,370000,372000,380000,380000,380000,380000,380000,380000,380000
"None","Aggregated",288,0,1700,63897,4,379676,1005007,0.48,0.00,1800,3800,16000,158000,315000,337000,365000,370000,380000,380000,380000,380000
