"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",64,0,22,61,2,698,3079,0.11,0.00,23,39,53,74,140,330,450,700,700,700,700,700
"POST","/",64,0,960,1886,199,5418,2524,0.11,0.00,1000,2500,3200,4000,5100,5200,5300,5400,5400,5400,5400,5400
"GET","/analysis.html",7,0,65,222,13,854,52059,0.01,0.00,65,74,520,520,850,850,850,850,850,850,850,850
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,0,283619,190522,4414,283619,6914762,0.01,0.00,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000,284000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",2,0,171418,231279,171418,291140,3512018,0.00,0.00,291000,291000,291000,291000,291000,291000,291000,291000,291000,291000,291000,291000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,20000,101695,19507,183882,658134,0.00,0.00,184000,184000,184000,184000,184000,184000,184000,184000,184000,184000,184000,184000
"GET","/compare.html",17,0,38,324,21,1100,108023,0.03,0.00,38,440,710,850,1100,1100,1100,1100,1100,1100,1100,1100
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",6,0,295000,250767,7122,303173,13911284,0.01,0.00,302000,302000,303000,303000,303000,303000,303000,303000,303000,303000,303000,303000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",9,0,297000,202158,6806,303217,14042800,0.02,0.00,297000,298000,300000,303000,303000,303000,303000,303000,303000,303000,303000,303000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",2,0,229000,234649,228683,240616,2422313,0.00,0.00,241000,241000,241000,241000,241000,241000,241000,241000,241000,241000,241000,241000
"GET","/measure.html",26,0,48,289,13,1020,46273,0.04,0.00,61,470,700,720,780,800,1000,1000,1000,1000,1000,1000
"POST","/measureResults.html",26,0,196000,190571,2870,293075,2028458,0.04,0.00,198000,286000,288000,289000,292000,293000,293000,293000,293000,293000,293000,293000
"GET","/movers.html",22,0,51,201,5,977,3745,0.04,0.00,51,59,350,480,500,810,980,980,980,980,980,980
"POST","/moversResult.html",21,0,255000,207809,15578,276409,16031,0.04,0.00,255000,262000,271000,272000,275000,275000,276000,276000,276000,276000,276000,276000
"GET","/prediction.html",12,0,330,369,8,943,40373,0.02,0.00,400,590,680,680,720,940,940,940,940,940,940,940
"POST","/predictionResult.html",12,0,329000,252369,8520,337730,339792,0.02,0.00,330000,331000,336000,336000,338000,338000,338000,338000,338000,338000,338000,338000
"None","Aggregated",295,0,500,59410,2,337730,1034798,0.49,0.00,500,2900,8100,185000,286000,300000,330000,336000,338000,338000,338000,338000
