"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",32,0,79,104,3,503,3079,0.06,0.00,80,130,140,140,180,330,500,500,500,500,500,500
"POST","/",32,0,620,640,198,1642,2524,0.06,0.00,630,750,840,880,1000,1300,1600,1600,1600,1600,1600,1600
"GET","/analysis.html",11,0,62,91,20,282,52059,0.02,0.00,62,96,160,160,190,280,280,280,280,280,280,280
"POST","/analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",5,0,3700,44712,3428,131604,6914762,0.01,0.00,3700,81000,81000,132000,132000,132000,132000,132000,132000,132000,132000,132000
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",4,0,21000,60361,2930,131776,3512018,0.01,0.00,85000,85000,132000,132000,132000,132000,132000,132000,132000,132000,132000,132000
"POST","/analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,0,3747,43823,3747,83900,658134,0.00,0.00,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000,84000
"GET","/compare.html",9,0,68,170,24,765,108023,0.02,0.00,68,91,120,380,770,770,770,770,770,770,770,770
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",6,0,135000,94857,7750,141977,13911284,0.01,0.00,137000,137000,140000,140000,142000,142000,142000,142000,142000,142000,142000,142000
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",3,0,134000,93893,8190,139749,14042800,0.01,0.00,134000,134000,140000,140000,140000,140000,140000,140000,140000,140000,140000,140000
"GET","/measure.html",16,0,27,87,18,475,46273,0.03,0.00,32,75,120,120,240,480,480,480,480,480,480,480
"POST","/measureResults.html",16,0,47000,56830,2952,133885,2391888,0.03,0.00,67000,87000,130000,130000,131000,134000,134000,134000,134000,134000,134000,134000
"GET","/movers.html",13,0,83,115,4,279,3745,0.02,0.00,83,120,220,240,250,280,280,280,280,280,280,280
"POST","/moversResult.html",12,0,123000,96319,15411,128855,16025,0.02,0.00,125000,127000,128000,128000,128000,129000,129000,129000,129000,129000,129000,129000
"GET","/prediction.html",3,0,220,303,78,609,40373,0.01,0.00,220,220,610,610,610,610,610,610,610,610,610,610
"POST","/predictionResult.html",3,0,146000,145225,142757,146628,347638,0.01,0.00,146000,146000,147000,147000,147000,147000,147000,147000,147000,147000,147000,147000
"None","Aggregated",167,0,330,23559,3,146628,1303437,0.29,0.00,330,880,3700,21000,128000,134000,142000,146000,147000,147000,147000,147000
