"Type","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s","Requests Failed/s","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","99.999","100%"
"GET","/",8,0,22,46,4,165,3079,0.01,0.00,23,54,67,67,170,170,170,170,170,170,170,170
"POST","/",8,0,350,353,201,474,2524,0.01,0.00,370,440,470,470,470,470,470,470,470,470,470,470
"GET","/analysis.html",1,0,62,62,62,62,52059,0.00,0.00,62,62,62,62,62,62,62,62,62,62,62,62
"POST","/analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,0,3164,3164,3164,3164,3512018,0.00,0.00,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
"GET","/compare.html",1,0,26,26,26,26,108023,0.00,0.00,26,26,26,26,26,26,26,26,26,26,26,26
"POST","/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",1,0,5859,5859,5859,5859,2422313,0.00,0.00,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900,5900
"GET","/measure.html",10,0,62,50,18,78,46273,0.02,0.00,64,65,70,73,78,78,78,78,78,78,78,78
"POST","/measureResults.html",10,0,3500,10608,2806,20440,2760671,0.02,0.00,12000,18000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
"GET","/movers.html",3,0,59,62,45,83,3745,0.01,0.00,59,59,83,83,83,83,83,83,83,83,83,83
"POST","/moversResult.html",3,0,18000,17958,17148,18752,16038,0.01,0.00,18000,18000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
"GET","/prediction.html",1,0,145,145,145,145,40373,0.00,0.00,150,150,150,150,150,150,150,150,150,150,150,150
"POST","/predictionResult.html",1,0,23125,23125,23125,23125,316229,0.00,0.00,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000,23000
"None","Aggregated",48,0,170,4088,4,23125,721346,0.08,0.00,200,470,3300,5900,19000,20000,23000,23000,23000,23000,23000,23000
